INSTCODE,ACRONYM,ECPACRONYM,FULL_NAME,TYPE,GENEBANK_LONG_TERM_COLLECTIONS,BOTANICAL_GARDEN,GENEBANK_MEDIUM_TERM_COLLECTIONS,GENEBANK_SHORT_TERM_COLLECTIONS,STREET_POB,CITY_STATE,ZIP_CODE,PHONE,FAX,EMAIL,URL,LATITUDE,LONGITUDE,ALTITUDE,UPDATED_ON,V_INSTCODE,ISO3
UZB081,KKBAS,,Karakalpak Branch of Academy of Sciences,Governmental,,,,,Republic of Karakalpakstan,Nukus,,,,,,null,null,null,23/06/2017,UZB081,UZB
UZB082,IB,,Institute of Biology,Governmental,,,,,"41, Berdakh Ave., Republic of Karakalpakstan",Nukus,742000,,,,,null,null,null,12/12/2014,UZB082,UZB
UZB083,'Buzsuv',,Association of Dekhkan and Farmer Economies 'Buzsuv',,,,,,Zangiota district,Tashkent region,,,,,,null,null,null,23/08/2020,UZB083,UZB
UZB084,ARICGLCIL,,Andijan Research Institute of Cereal and Grain Legume Crops in the Irrigated Lands,Governmental,,,,1,"62, S.Rakhimov St., Kuygan-yor village, Andijan district",Andijan region,,,,,,null,null,null,12/12/2014,UZB084,UZB
UZB085,,,Central Asia and the Caucasus Legume Improvement Network,Regional,,,,,,,,,,,,null,null,null,12/12/2014,UZB085,UZB
UZB086,,,Ugam-Chatkal Nature National Park,Governmental,,1,,,"75, E.Asamov St., Bostalik district, Tashkent region",Gazalkent,702180,"(998-274)- 21-631, 28-919, 28-153",,,,null,null,null,12/12/2014,UZB086,UZB
UZB087,UzRIMR,,Uzbek Research Institute of Market Reforms,Governmental,,,,,"28, Khalklar Dustligi Ave.",Tashkent,700097,(998-71)- 276-86-00,(998-71)- 276-,,,null,null,null,12/12/2014,UZB087,UZB
UZB088,UzRIMEA,,Uzbek Research institute of Mechanization and Electrification of Agriculture,Governmental,,,,,"P.O. Gulbakhor-1, Yangiyul district",Tashkent region,702841,(998-258)- 61-386,,,,null,null,null,12/12/2014,UZB088,UZB
UZB089,SPA 'Plemelita',,Scientific Production Association 'Plemelita',Governmental,,,,,"P.O. Kizil Shalola, Mayskiy village, Kibray district",Tashkent region,702145,"(998-71)- 264-33-07, (998-295)- 65-335",,,,null,null,null,23/08/2020,UZB089,UZB
UZB090,UzRVI,,Uzbek Research Veterinary Institute,Governmental,,,,,"Taylak village, Taylak district",Samarkand region,704443,(998-662)- 33-14-50,,,,null,null,null,12/12/2014,UZB090,UZB
UZB091,SSGA 'Don',,Samarkand Seed-Growing Agrofirm 'Don',,,,,,"P.O. Kurgancha, Tailyak district",Samarkand region,,,,,,null,null,null,23/08/2020,UZB091,UZB
UZB092,SPD RUz,,State Patent Department of Republic Uzbekistan,Governmental,,,,,"2A, Tuitepa St.",Tashkent,700047,(998-71)- 133-00-13б 132-00-18,(998-71)- 133-45-56,info@patent.uz,,null,null,null,12/12/2014,UZB092,UZB
UZB093,UzSCA,,Uzbek Scientific Centre on Aviculture,,,,,,,,,,,,,null,null,null,19/02/2015,UZB093,UZB
UZB094,UzSCFFD,,Uzbek Scientific Centre of Fish Farmoing Development,Governmental,,,,,,Tashkent,,(998-71)- 276-44-79,,,,null,null,null,12/12/2014,UZB094,UZB
UZB095,RSAL,,Republican Scientific Agricultural Library,Governmental,,,,,"28, Khalklar Dusligi Ave.",Tashkent,700097,(998-71)- 276-83-25,,,,null,null,null,12/12/2014,UZB095,UZB
UZB096,PIAC,,The Patent-Information Analytical Centre,Governmental,,,,,"171, Almazar St.",Tashkent,700003,(998-71)- 245-61-50,,piac@mail.ru,,null,null,null,12/12/2014,UZB096,UZB
UZB097,RPL,,Republican Patent Library,Governmental,,,,,"171, Almazar St.",Tashkent,700003,(998-71)- 245-59-66,,tashkentrpb@mail.ru,,null,null,null,12/12/2014,UZB097,UZB
UZB098,INGO 'Ecolec',,International Non-governmental Organization 'Ecoles',Non-Governmental,,,,,,Tashkent,,,,,,null,null,null,23/08/2020,UZB098,UZB
UZB099,PFU-CAC CGIAR,,The CGIAR Programme Facilitation Unit for Central Asia and Caucasus,CGIAR,,,,,P.O. Box,Tashkent,700000,(998-71)- 137-,(998-71)- 120-,,,null,null,null,23/06/2017,UZB099,UZB
UZB100,,,Central Asia and the Caucasus Wheat Yellow Rust Network,Regional,,,,,,,,,,,,null,null,null,12/12/2014,UZB100,UZB
UZB101,SB UzRIHVWM,,Samarkand Branch of UzRIHVWM named R.R.Sheder,Governmental,,1,,,"28, P.O. Sydancha, Samarkand district",Sanarkand region,704448,(998-662)-,,,,null,null,null,12/12/2014,UZB101,UZB
UZB102,TSAU,,Tashkent State Agricultural University,Governmental,,,,,"2, Universitetskaya St., Kibray district",Tashkent region,700140,(998-71)- 263-96-29,(998-71)- 263-76-00,glazizakhon@yandex.ru,,null,null,null,12/12/2014,UZB102,UZB
UZB103,BMH UzRIHVWM,,Branch of Mountain Horticulture of UzRIHVWM named R.R.Shreder,Governmental,,1,,,"P.O. Solnechniy, Charvak village, Bostanlik district",Tashkent region,702186,(998-274)- 4-47-30,,,,null,null,null,12/12/2014,UZB103,UZB
UZB104,,,Central Asia and the Caucasus Barley Improvement Network,Regional,,,,,,,,,,,,null,null,null,12/12/2014,UZB104,UZB
UZB105,CAC-FLNET,,Central Asia and the Caucasus Feed and Livestock Network,Regional,,,,,,,,,,,,null,null,null,12/12/2014,UZB105,UZB
UZB106,BB UzRICG,,Bukhara Branch of UzRICG,Governmental,,,,,"GSP-2, Bukhara region",Bukhara,705000,,,,,null,null,null,12/12/2014,UZB106,UZB
UZB107,IWMI,,Tashkent regional office of International Water Management Institute,CGIAR,,,,,,,,,,,,null,null,null,12/12/2014,UZB107,UZB
UZB108,ILRI,,Regional Office of International Livestock Research Institute,CGIAR,,,,,,Tashkent,,,,,,null,null,null,12/12/2014,UZB108,UZB
UZB109,CAC-SWNET,,Central Asia and the Caucasus Spring Wheat Improvement Network,,,,,,,,,,,,,null,null,null,19/02/2015,UZB109,UZB
UZB110,CAC-SWNET,,Central Asia and the Caucasus On-farm Soil and Water Management Network,Regional,,,,,,,,,,,,null,null,null,12/12/2014,UZB110,UZB
UZB111,BAT,,Uzbek-British Joint Venture 'British American Tabacco Uzbekistan ',Governmental,,,,,"10, Navoiy St.",Urgut,,,,,,null,null,null,03/04/2019,UZB111,UZB
UZB112,AVRDC-CAC,,Regional Office of Asian Vegetable Research Development Center for Central Asia and the Caucasus,CGIAR,,,,,"C/o ICARDA, PO Box 4564",Tashkent,700000,(998-71)- 137-21-30,(998-71)- 120-71-25,mravza@yandex.ru,,null,null,null,23/06/2017,UZB112,UZB
UZB113,,,Forestry Head-office,Governmental,,,,,,Tashkent,,(998-71)-,(998-71)-,,,null,null,null,12/12/2014,UZB017,UZB
UZB114,АН РУз,,Академия Наук Республики Узбекистан,Governmental,,,,,,Ташкент,,,,,,null,null,null,12/12/2014,UZB009,UZB
UZB115,,,Assosiation 'Uzbek ipagi',Non-Governmental,,,,,"Мирзо-Улугбекский район, ул. Исмоил-ота, дом 1-А",Tashkent,700170,(998-71)- 169-16-80,(998-71)- 169-16-82,ipakimpex@tkt.uz,www.uzbekipagi.com,null,null,null,23/08/2020,UZB034,UZB
UZB116,КМ РУз,,Кабинет Министров Республики Узбекистан,Governmental,,,,,,Ташкент,,,,,,null,null,null,12/12/2014,UZB013,UZB
UZB117,КМ РУз,,Кабинет Министров Республики Узбекистан,,,,,,,Ташкент,,,,,,null,null,null,19/02/2015,,UZB
UZB118,UzNIISViV SHredera,,Uzbek,Governmental,,,,,,,,,,,,null,null,null,12/12/2014,UZB031,UZB
UZB119,ИГиЭБР,,Институт генетики и экспериментальной биологии растений,,,,,,,,,,,,,null,null,null,19/02/2015,,UZB
UZB120,АН РУз,,Академия наук Республики Узбекистана,Governmental,,,,,ул.Я.Гулямова,Ташкент,,,,,,null,null,null,12/12/2014,,UZB
UZB121,NPP 'Agroilmdunyo',,Research-and-production enterprise 'Agroilmdunyo',Governmental,,,,,,Ташкент,,(998-71) 63-96-30,,,,null,null,null,23/08/2020,UZB047,UZB
UZB122,УзНПЦСХ,,Узбекский Научно-произвохственнвй центр сельского хозяйства,Governmental,,,,,"ул. Усмана Юсупова, дом 1",Ташкент,700128,(998-71) 144-91-52,(998-71) 139-49-93,uzspca@tkt.uz,,null,null,null,12/12/2014,,UZB
UZB123,CHatkalskaja GMOS,,CHatkalskaja gornomeliorativnaja experimental station,Governmental,,,,,"Tashkentska area, area Parketsky. With. Sukok",,,21-794,,,,null,null,null,12/12/2014,UZB061,UZB
UZB124,,,Association of Woman-Scientists 'Olima',,,,,,,Tashkent,,,,,,null,null,null,23/08/2020,,UZB
UZB125,УзНИИСВиВ им. Р.Шредера,,"Узбекский научно-исследовательский институт садоводства, виноградарства и виноделия им. Р.Р.Шредера",,,,,,,,,,,,,null,null,null,19/02/2015,,UZB
UZB126,ВИР,,Всероссийский научно-исследовательский институт растениеводства имени Н.И.Вавилова,,,,1,1,,Санкт-Петербург,,,,,,null,null,null,19/02/2015,,UZB
UZB127,МСиВХ,,Министерство сельского и водного хозяйства,,,,,,,Ташкент,,,,,,null,null,null,31/03/2017,,UZB
UZB128,УзНПЦСХ,,Узбекский научно-производственный Центр сельского хозяйства,,,,,,"ул. Усмана Юсупова, 1",Ташкент,700128,(998-71)- 144-91-52,(998-71)- 139-49-93,uzspca@tkt.uz,,null,null,null,19/02/2015,UZB005,UZB
UZB129,Olima,,Assosiation Women Sceintists 'Olima',,,,,,,,,,,,,null,null,null,23/08/2020,UZB045,UZB
UZB130,НУУз,,Национальный Университет Узбекистана им. Мирзо Улугбека,Governmental,,,,1,ВУЗ городок,Ташкент,700174,(998-71)- 248-18-08,,,,null,null,null,12/12/2014,UZB038,UZB
UZB131,ИГЭБР,,Институт генетики и экспериментальной биологии растений,Governmental,,,,1,,,,,,,,null,null,null,12/12/2014,UZB001,UZB
UZB132,МСВХ,,Министерство сельского и водного хозяйства,Governmental,,,,,,Ташкент,,,,,,null,null,null,12/12/2014,UZB016,UZB
UZB133,KKB UzSPCA,,Karakalpak Branch of UzSPCA,Governmental,,,,,"1, Kseitov St.",Nukus,744000,(998-612)- 7-09-93,,,,null,null,null,12/12/2014,,UZB
UZB134,Госком природа,,Государственный комитет по охране природы,Governmental,,,,,Ул Амира Тимура,Ташкент,,(988-71) 144-25-99,,,,null,null,null,12/12/2014,,UZB
UZB135,КабМинРУз,,Кабинет Министров РУз,Governmental,,,,,,Ташкент,,,,,,null,null,null,12/12/2014,,UZB
UZB136,КМ РУз,,Кабинет Министров Республики Узбекистан,,,,,,,Ташкент,,,,,,null,null,null,19/02/2015,UZB013,UZB
UZB137,КМ РУз,,Кабинет Министров Республики Узбекистан,Governmental,,,,,,Ташкент,,,,,,null,null,null,12/12/2014,UZB013,UZB
UZB138,МСВХ,,Министерство сельского и водного хозяйства,Governmental,,,,,,Ташкент,,,,,,null,null,null,12/12/2014,UZB016,UZB
UZB139,УзНПЦСХ,,Узбекский научно-производственный Центр сельского хозяйства,Governmental,,,,,"ул. Усмана Юсупова, 1",Ташкент,700128,(998-71)- 144-91-52,(998-71)- 139-49-93,uzspca@tkt.uz,,null,null,null,12/12/2014,UZB005,UZB
UZB140,MAWR RUz,,Ministry of Agriculture and Water Resources,Governmental,,,,,"4, Navoiy St.",Tashkent,700128,"(998-71)- 241-13-53, 241-00-42","998-71)- 241-87-87, 241-32-92",,,null,null,null,12/12/2014,UZB016,UZB
UZB141,Tashkent state agrarian university,,Ташкентский государственный аграрный университет,Governmental,,,,,,Ташкент,,,,,,null,null,null,12/12/2014,UZB102,UZB
UZB142,УзНИИСВиВ им. Р.Р.Шредера,,"Узбекский научно-исследовательский институт садоводства, виноградарства и виноделия им. Р.Р.Шредера",Governmental,,1,,,"Ташкентский район, п/о Шура-базар",Ташкентская область,702174,(998-71)- 24-24-42,,,,null,null,null,12/12/2014,UZB031,UZB
UZB143,,,Самаркандский филиал НИИСВиВ им. Р.Р.Шредера,,,,,,,,,,,,,null,null,null,19/02/2015,UZB101,UZB
UZB144,,,Central Asia and the Caucasus Winter Wheat Improvement Network,Regional,,,,,,,,,,,,null,null,null,12/12/2014,,UZB
UZB145,STC,,Science and Technologies Center,Governmental,,,,,,Tashkent,,(998-71)- 139-12-17,(998-71)- 133-49-01,,,null,null,null,31/03/2017,UZB008,UZB
UZB146,UzSPCA,,Uzbek Scientific Production Center of Agriculture,Governmental,,,,,"1, U.Yusupov St.",Tashkent,700128,(998-71)- 144-91-52,(998-71)- 139-49-93,uzspca@tkt.uz,,null,null,null,12/12/2014,UZB005,UZB
UZB147,IPGRI,,IPGRI Subregional Office for Central Asia,CGIAR,,,,,"c/o ICARDA, P.O. Box 4564",Tashkent,700000,(998-71)- 137-52-59,(998-71)- 120-71-25,m.turdieva@cgiar.org,www.ipigri.cgiar.org/regions/cwana/regional_networks/central_asia.htm,null,null,null,12/12/2014,UZB036,UZB
UZB148,CACAARI,,Central Asia and the Caucasus Association of Agricultural Research Institutions,Regional,0,0,0,0,c/o ICARDA Regional Office for Central Asia and the Caucasus - P.O.Box 4375,Tashkent,100000,"+998-71 2372130, +998-71 2372169",+998-71 1207125,cac-tashkent [at] cgiar.org,http://www.cacaari.org,null,null,null,09/01/2018,UZB148,UZB
VCT001,,,JEMS Progressive Community Organization,,,,,,Prospect Post Office,Enhams,,,,,,null,null,null,12/12/2014,VCT001,VCT
VCT002,ORD,,Organization for Rural Development,,,,,,P.O. Box 827,"Kingstown, St. Vincent",,,,,,null,null,null,12/12/2014,VCT002,VCT
VCT003,,,St. Vincent and the Grenadines National Trust,,,,,,P.O. Box 198,"Kingstown, St. Vincent",,,,,,null,null,null,12/12/2014,VCT003,VCT
VCT004,,,"Ministry of Agriculture, Industry and Labour",Governmental,,,,,Richmond Hill,Kingstown,,(784)4561410,(784)4571688,,,13.12,-61.14,null,12/12/2014,VCT004,VCT
VCT005,,,Pan American Development Agency,Regional,,,,,P.O. Box 827,Kingston,,,,,,null,null,null,12/12/2014,VCT005,VCT
VCT006,CARDI,,Caribbean Agricultural Research and Development Institute,,,,,,"P.O. Box 594, Beachmont",Kingstown,,(809)4571535,(809)4562420,,,null,null,null,12/12/2014,VCT006,VCT
VEN001,,,Fondo de Desarrollo Algodonero,Private,,,,,,Inca de Acarigua,,,,,,null,null,null,12/12/2014,VEN001,VEN
VEN002,FONAIAP,,Fondo Nacional de Investigaciones Agropecuarias,Governmental,,,,,Apartado Postal 4653,"Maracay, Estado Aragua",2101,(43)452491/453075,(43)454320/831423,,,10.2,-67.28,null,12/12/2014,VEN069,VEN
VEN003,CENIAP-FONAIAP,,"Centro Nacional de Investigaciones Agropecuarias, FONAIAP",Governmental,1,,,,Apartado 4653,"Maracay, Estado Aragua",2101,(58-43) 453075,(58-43) 471066,recfitog@reacciun.ve,http://www.ceniap.gov.ve,10.14,-67.28,null,12/12/2014,VEN132,VEN
VEN004,UCV,,"Facultad de Agronomia, Universidad Central de Venezuela",Governmental,1,,,,Apartado 4579,"Maracay, Estado Aragua",2101A,(58-43)507120,(58-43)462212,,http://www.agr.ucv.ve,10.25,-67.28,null,12/12/2014,VEN023,VEN
VEN005,IUELTIGRE,,Instituto Universitario de El Tigre,Governmental,,,,,,,,,,,,null,null,null,12/12/2014,VEN005,VEN
VEN006,FONAIAP,,Centro de Investigaciones Agropecuarias del Estado Portuguesa,Governmental,,,,1,Edo. Portuguesa,Araure,,,,,,9.36,-69.15,null,12/12/2014,VEN131,VEN
VEN007,FONAIAP-EE.T,,Estacion Experimental Tachira,Governmental,,,,,,"Bramon, Estado Tachira",,(76)66783/66672,,,,8,-7,null,31/03/2017,,VEN
VEN008,FUSAGRI-EE.C,,"Estación Experimental Cagua, Fundación Servicio para el Agricultor",Private,,,,,"km 3 Carr. via La Segundera, A.162","Cagua, Estado Aragua",2122,(44)79184/79234,(44)75607,,,null,null,null,12/12/2014,VEN008,VEN
VEN009,FUSAGRI,,Fundación de Servicio para el Agricultor,Private,,,,,Avenida Francisco Miranda. C.C 222,Caracas,1010-A,,,,,null,null,null,12/12/2014,VEN009,VEN
VEN010,USBOLIVAR,,Universidad Simón Bolivar,Governmental,,,,,"Oficina 26, Pabellón 1",Caracas,,9621201 Ext. 8227,,,,null,null,null,12/12/2014,VEN010,VEN
VEN011,COVENALIME,,Compañia Venezoelana de Alimentos,Private,,,,,C.C 8046,Caracas,101,9780622,,,,null,null,null,12/12/2014,,VEN
VEN012,UNELLEZ,,Universidad Nacional Experimental de los Llanos Occidentales 'Ezequiel Zamora',Governmental,,,,,Mesa de Cavacas,"Guanare, Estado Portuguesa",,(57)68006-08,(57)511690,,,null,null,null,03/04/2019,VEN012,VEN
VEN013,F.POLAR ATS,,Fundación Empresas Polar,Non-Governmental,,,,,"Carretera Panamericana, encrucijada Marín - San Javier, vía Guarataro","San Felipe, Estado Yaracuy",3201,58 254 2319812 ext 121,58 254 2319812,fpolar@fpolar.org.ve,http://www.fundacionempresaspolar.org,null,null,null,17/08/2020,VEN013,VEN
VEN014,MAPAXIMA,,MAPAXIMA,Private,,,,,C.C 81,Caracas,101,5738596,,,,null,null,null,12/12/2014,VEN014,VEN
VEN015,ASOCATA,,Hacienda el Deposito,Private,,,,,Estado Tachira,Urena,,(076)86468,,,,null,null,null,12/12/2014,VEN015,VEN
VEN016,CIARNO,,Estado Monagas,Private,,,,,"Carrera 7 No. 103, C.C 184",Maturin,,9127940,,,,null,null,null,12/12/2014,VEN078,VEN
VEN017,FONAIAP-EE.C,,Estación Experimental El Cuji FONAIAP-CIARCO,Governmental,,,,,km 5 Carretera Araure,Acarigua,,,,,,null,null,null,12/12/2014,VEN017,VEN
VEN018,UDO,,Universidad de Oriente,Governmental,,,,,C.C. 245,"Cumana, Estado Sucre",,7814008 (Caracas),,,,null,null,null,12/12/2014,VEN018,VEN
VEN019,IICA,,Instituto Interamericano de Cooperación para la Agricultura,International,,,,,"C.Villasmil Piso 11, C.C 5345",Caracas,,(571)8211/8844/8055,,,,null,null,null,12/12/2014,VEN019,VEN
VEN020,UNMACHALA,,Universidad Nacional de Machala,Governmental,,,,,,Machala Venezuela,,,,,,null,null,null,12/12/2014,VEN020,VEN
VEN021,FONAIAP/LARA,,Centro de Investigaciones Agropeceuaria del Estado Lara,Governmental,,,,,"Km 7 Carretera via Duaca, A.P. 592","Barquisimeto, Estado Lara",3025,(58-51)732 264,(58-51)733 504,ciaelara@cantv.net,,10.03,-69.18,null,12/12/2014,VEN125,VEN
VEN022,FONAIAP,,"Centro de Investigaciones Agropececuarias del Estado Miranda, FONAIAP",Governmental,,,,,"Calle el Placer, Apdo. 94","Caucagua, Estado Miranda",1036,(58-34)61503/61219,,,,null,null,null,12/12/2014,VEN138,VEN
VEN023,UCV-FAGRO,,"Facultad de Agronomía, Universidad Central de Venezuela",Governmental,,1,1,,"Avenida Universidad, vía El Limón. Apartado Postal 4579","Maracay, Estado de Aragua",2101,,(+58-243) 2453242,agronomia@agr.ucv.ve,http://www.agr.ucv.ve,null,null,null,17/08/2020,VEN023,VEN
VEN024,CENIAP,,CENIAP IIA,Governmental,,,,,Apartado 4653,Maracay 200,,,,,,null,null,null,12/12/2014,VEN132,VEN
VEN025,FONIAP/YARAC,,"Centro de Investigaciones Agropececuaria del Estado Yaracuy, FONAIAP",Governmental,,,,,"Via El Rodeo, Km 5","Yaritagua, Edo. Yaracuy",3202,(58-51)81237/81460,,,,null,null,null,12/12/2014,VEN133,VEN
VEN026,UCV-FFARMAC,,"Facultad de Farmacia, Universidad Central de Venezuela",Governmental,,,,,Herbario Ovalles,Caracas,1041,,,,,null,null,null,12/12/2014,VEN026,VEN
VEN027,FLORITEC,,Floricultura Técnica S.A.,Private,,,,,,Valencia,,(+58-241) 8572182 / 8572348 / 8586582,(+58-241) 8572217,,http://www.floritec.com.ve,null,null,null,17/08/2020,VEN027,VEN
VEN028,FONAIAP-EE.G,,Estación Experimental Guarico,Governmental,,,,,"Bancos de San Pedro, A.P. 14","Calabozo, Estado Guarico",,(46)74796/74727,,,,null,null,null,12/12/2014,VEN130,VEN
VEN029,LUZ-FAGRO,,"Facultad de Agronomía, Universidad del Zulia",Governmental,,,,1,Ciudad Universitaria. Núcleo Agropecuario. Apdo. 15205,Maracaibo,4005,(+58-261) 7597101/ 7597102,(+58-261) 7597101/ 7597102,,http://www.agronomía.luz.edu.ve,null,null,null,17/08/2020,VEN029,VEN
VEN030,BIOMA,,Fundación Venezolana para la Conservación de la Diversidad,Non-Governmental,,,,,"Apartado 1968, Zona Postal 1010-A",Caracas,,,,,,null,null,null,12/12/2014,VEN030,VEN
VEN031,FUDENA,,Fundación para la Defensa de la Naturaleza,Non-Governmental,,,,,Apartado 70376,Caracas,1071-A,,,,,null,null,null,12/12/2014,VEN031,VEN
VEN032,,,Sociedad Conservacionista Aragua,Non-Governmental,,,,,"Apartado Postal 5115, El Limon",Maracay,2105-A,,,,,null,null,null,12/12/2014,VEN032,VEN
VEN033,,,Sociedad Conservacionista Audubon de Venezuela,Non-Governmental,,,,,Apartado 80450,Caracas,108,,,,,null,null,null,12/12/2014,VEN033,VEN
VEN034,,,Sociedad Conservacionista Merida,Non-Governmental,,,,,Apartado 552,Merida,,,,,,null,null,null,12/12/2014,VEN034,VEN
VEN035,Fundación La Salle,,Fundación La Salle de Ciencias Naturales,Non-Governmental,,,,,"Avenida Boyacá (Cota Mil) con Maripérez, al lado de la Estación del Teleférico de Caracas “Avila Mágica�?,Caracas"," D.C.""",,(+58-212) 7095803,,,http://www.fundacionlasalle.org.ve,null,null,null,17/08/2020,VEN035,VEN
VEN036,,,Sociedad Venezolana de Ciencias Naturales,Non-Governmental,,,,,Apartado 1521,Caracas,1010-A,,,,,null,null,null,12/12/2014,VEN036,VEN
VEN037,,,"Instituto Nacional de Parques Parte Sur, Museo de Transporte",Governmental,,,,,Urbanizacion Santa Cecilia,Caracas Z.P.,1010,,,,,null,null,null,12/12/2014,VEN037,VEN
VEN038,MARNR,,Ministerio del Ambiente y de los Recursos Naturales Renovables,Governmental,,,,,Apartado 6623,Caracas,1010-A,,,,,null,null,null,12/12/2014,VEN100,VEN
VEN039,ULA,,"Ecología Tropical, Universidad de los Andes",Governmental,,,,,La Hechicera,Merida,,,,,,null,null,null,12/12/2014,VEN039,VEN
VEN040,ULA-FCF-ISIL,,"Instituto de Silvicultura, Facultad de Ciencias Forestales, Universidad de los Andes",Governmental,,,,,,"Carr. Los Chorros de Milla, Merida",,(74)401111,(74)401503,,,null,null,null,12/12/2014,VEN040,VEN
